target,predictor,split
1, drrichardbesser yes . i would think not . but since college it s been difficult not to think of bioterrorism esp . bc dispersed . ,val
1, pbban temporary hyider ghost armageddon do not kill flags only fast xp for reason,val
1,indeed ! ! i am fully aware of that battle ! i support you in that fight ! ! https t . co mctjnzx h ,val
1,did anyone else see that fireball falling to earth ? look like a plane blew up . ,val
1, skyhawkmm traplord fredosantana lilreese it was hella crazy fights an ambulance and a couple mosh pits ? ? ,val
1,alleged east bay serial arsonist arrested http t . co wr aqtum ,val
1, alexalltimelow awwww they re on an airplane accident and they re gonna die what a cuties ? ? ? ? good job ! ,val
1,fedex no longer to transport bioterror germs in wake of anthrax lab mishaps http t . co hqsu lwlth via usatoday,val
1, if a truckload of soldiers will be blown up nobody panics but when one little lion dies everyone loses their mind http t . co wjntaokdhf,val
1, africanbaze breaking news nigeria flag set ablaze in aba . http t . co nndbgwyei,val
1, i came to kill indians . . . for fun video of smirking and remorseless pakistani killer shows him boasting . http t . co fpjlwoxklg,val
1,i came up with an idea of a fragrance concept for a bath bomb called the blood of my enemies . so you can say that s what you bathe in . ,val
1, fedex no longer to transport bioterror germs in wake of anthrax lab mishaps http t . co s sicmyrmh,val
1,only had a car for not even a week and got in a fucking car accident . . mfs can t fucking drive . ,val
1,i was in a horrible car accident this past sunday . i m finally able to get around . thank you god ? ? ,val
1,fedex no longer to transport bioterror germs in wake of anthrax lab mishaps http t . co mqbyravk h,val
1,fedex to stop transporting bioterror germs after lab mishaps fedex has stopped transporting certain research . . . http t . co y dm ulqxg,val
1,http t . co xglah zl twelve feared killed in pakistani air ambulance helicopter crash http t . co thmblaatzp,val
1,could a drone cause an airplane accident ? pilots worried about use of drones esp . in close vicinity of airports http t . co kz rgngjf ,test
1,but if you build an army of dogs and their leader is a lion all dogs will fight like a lion . ,test
1,los angeles times arson suspect linked to fires caught in northern . . . http t . co xwms aww m newsintweets http t . co te yerugsi,test
1, tradcatknight russia may have played into reason but that link is bs . okanowa was bloody and mainline invasion looked like a bloody,test
1,one direction is my pick for http t . co q eblokeve fan army directioners http t . co encmhz y x ,test
1,on thisdayinhistory in confederate ship blown up by crew . read more http t . co iw elszifz via history,test
1, aphiabeta w ugliness due your ugly amesocialaction frat s bioterrorismi m she who s fbi id u tolewant g another in my home . abc,test
1,arson suspect linked to fires caught in northern california http t . co wnuqqatttp via latimes ,test
1,mariah getting thick in the shoulders poor girl . ,test
1,twelve feared killed in pakistani air ambulance helicopter crash reuters http t . co mdnugvubwn yugvani,test
1,breaking obama officials gave muslim terrorist the weapon used in texas attack http t . co qi qdw dfg,test
1,i liked a youtube video http t . co xo zbpbjb fema region iii targeted for bioterrorism ! ! ! nasa japan rocket launch with lithium,test
1,u . s national park services tonto national forest stop the annihilation of the salt river wild horse . . . http t . co sb r shccj via change,test
1,strongly condemn attack on ary news team in karachi . a cowardly act against those simply trying to do their job ! ,test
1,ain t no hoe in my blood,test
1,avalanche city sunset http t . co h tlvlxr nowplay listen radio,test
1,anyone travelling aberystwyth shrewsbury right now there s been an incident . services at a halt just outside shrews . ambulance on scene . ,test
1,delhi government to provide free treatment to acid attack victims in private hospitals http t . co h pm w ell,test
1,the fact that the atomic bombs were called little boy and fat man says a lot about the mentality that went into the attack . ,test
1,christian attacked by muslims at the temple mount after waving israeli flag via pamela geller . . . http t . co mxz yx ld ,test
1,experts in france begin examining airplane debris found on reunion island french air accident experts on wedn . . . http t . co bkpfpogysi,test
1,people with a tattoo out there . . are u allowed to donate blood and receive blood as well or not ? ,test
1,nashville theater attack will gun grabbers now demand hatchet control ? http t . co oyogii yh,test
1,usatoday on today s frontpage bioterror lab faced secret sanctions . rickperry doesn t make the cut for foxnew http t . co ukohk sob,test
1,bioterrorism public health superbug biolabs epidemics biosurveillance outbreaks homeland security news wire http t . co cvhygwcbzv,test
1,india shud not give any evidence pak . they will share with terrorists amp use for next attack . share with oth contries https t . co qiopbtiuvu,test
1, macdaddy leo ? ? ? ? ? ? no caption needed ? ? . freshman . . . http t . co k ughv aif my nigga stacey body bagging niggas ! ? ? ? ? ,test
1, philipduncan breakfastone people annihilated by last nights weather . . . really philip thought you would have forecast that . . . ,test
1,carolina accident motorcyclist dies in i crash with car that crossed median a motorcycle rider traveling . . . http t . co p lzrlmy ,test
1, . aphl responds fedex no longer to transport bioterror germs in wake of anthrax lab mishaps http t . co cgdj drso ,test
1,suspect in latest us theatre attack had psychological issues http t . co onpnbx zex http t . co um icn et ,test
1,fedex no longer to transport bioterror germs in wake of anthrax lab mishaps http t . co pwamg ozj ,test
1,christian attacked by muslims at the temple mount after waving israeli flag via pamela geller . . . http t . co lhbzhwq b ,test
1,the palestinian refugee tragedy is a blight on humanity amp should shame every israeli for living with it . https t . co gaae no du,test
1, kca votejkt id mbataweel rip binladen family members who killed in an airplane s accident,test
1,christian attacked by muslims at the temple mount after waving israeli flag via pamela geller . . . http t . co yubkhf iyh,test
1,twelve feared killed in pakistani air ambulance helicopter crash http t . co xum ylcb q,test
1,what would it look like if hiroshima bomb hit detroit ? thursday marks the year anniversary of the united s . . . http t . co sy kyysd,test
1,chevrolet avalanche lt lt used . l v v automatic wd pickup truck premium b http t . co obky pc h http t . co dxirntdsrd,test
1,man goes into airplane engine accident http t . co tyjxrfd st via youtube,test
1,another fake hate crime lesbians burn their own house down . what else is new http t . co obqmximb,test
1, etribune us drone attack kills suspected militants in north waziristan acebreakingnews https t . co jb rdfak,test
1,christian attacked by muslims at the temple mount after waving israeli flag via pamela geller . . . http t . co e wk uri a,test
1,it wasnt a very big stab but it was a deep stab and theres like blood everwhe,test
1,experts in france begin examining airplane debris found on reunion island http t . co lsmx vwr j french air accident experts on wednesday ,test
1, calfreedommom steph not to mention a major contributor to the annihilation of israel,test
1,mourning notices for stabbing arson victims stir politics of grief in israel http t . co gbluhrrlto,test
1, . norwaymfa bahrain police had previously died in a road accident they were not killed by explosion https t . co gfjfgtodad,test
1,the threat anthrax cdc http t . co q oxzq ve via cdcgov,test
1,jewish leaders prayed at the hospital where a palestinian family is being treated after arson http t . co wf itk kvx via huffpostrelig,
